,rationality,rank,switch_random,Run,Strat_Cooperate,Strat_Defect,Strat_TFT,Strat_Random,Strat_WSLS,Cooperators,Defectors
779,0.0947265625,0.7216796875,0.26611328125,779.0,10315.0,10785.0,138.0,316.0,204.0,193.0,204.0
780,0.0947265625,0.4052734375,0.26611328125,780.0,9878.0,11222.0,149.0,358.0,193.0,207.0,148.0
781,0.5517578125,0.7216796875,0.26611328125,781.0,10457.0,10643.0,145.0,336.0,187.0,204.0,183.0
782,0.5517578125,0.4052734375,0.44677734375,782.0,10457.0,10643.0,145.0,336.0,187.0,204.0,183.0
783,0.5517578125,0.4052734375,0.26611328125,783.0,10457.0,10643.0,145.0,336.0,187.0,204.0,183.0
784,0.0634765625,0.1904296875,0.02490234375,784.0,9370.0,11730.0,143.0,375.0,177.0,201.0,159.0
785,0.4580078125,0.1904296875,0.02490234375,785.0,9412.0,11688.0,139.0,348.0,202.0,203.0,163.0
786,0.0634765625,0.6240234375,0.02490234375,786.0,10439.0,10661.0,134.0,301.0,184.0,209.0,227.0
787,0.0634765625,0.1904296875,0.12548828125,787.0,10439.0,10661.0,134.0,301.0,184.0,209.0,227.0
788,0.0634765625,0.6240234375,0.12548828125,788.0,9617.0,11483.0,123.0,367.0,189.0,218.0,158.0
789,0.4580078125,0.1904296875,0.12548828125,789.0,10401.0,10699.0,144.0,306.0,178.0,230.0,197.0
790,0.4580078125,0.6240234375,0.02490234375,790.0,10439.0,10661.0,134.0,301.0,184.0,209.0,227.0
791,0.4580078125,0.6240234375,0.12548828125,791.0,11220.0,9880.0,152.0,294.0,165.0,247.0,197.0
792,0.5634765625,0.6904296875,0.27490234375,792.0,10973.0,10127.0,139.0,304.0,177.0,247.0,188.0
793,0.9580078125,0.6904296875,0.27490234375,793.0,10906.0,10194.0,130.0,288.0,195.0,259.0,183.0
794,0.5634765625,0.1240234375,0.27490234375,794.0,10906.0,10194.0,130.0,288.0,195.0,259.0,183.0
795,0.5634765625,0.6904296875,0.37548828125,795.0,10708.0,10392.0,141.0,337.0,226.0,191.0,160.0
796,0.5634765625,0.1240234375,0.37548828125,796.0,10321.0,10779.0,131.0,329.0,203.0,190.0,202.0
797,0.9580078125,0.6904296875,0.37548828125,797.0,10315.0,10785.0,138.0,316.0,204.0,193.0,204.0
798,0.9580078125,0.1240234375,0.27490234375,798.0,10315.0,10785.0,138.0,316.0,204.0,193.0,204.0
799,0.9580078125,0.1240234375,0.37548828125,799.0,10315.0,10785.0,138.0,316.0,204.0,193.0,204.0
800,0.2197265625,0.0966796875,0.25927734375,800.0,10315.0,10785.0,138.0,316.0,204.0,193.0,204.0
801,0.6767578125,0.0966796875,0.25927734375,801.0,10708.0,10392.0,141.0,337.0,226.0,191.0,160.0
802,0.2197265625,0.2802734375,0.25927734375,802.0,11475.0,9625.0,147.0,311.0,157.0,250.0,190.0
803,0.2197265625,0.0966796875,0.45361328125,803.0,9617.0,11483.0,123.0,367.0,189.0,218.0,158.0
804,0.2197265625,0.2802734375,0.45361328125,804.0,9617.0,11483.0,123.0,367.0,189.0,218.0,158.0
805,0.6767578125,0.0966796875,0.45361328125,805.0,10107.0,10993.0,119.0,351.0,193.0,202.0,190.0
806,0.6767578125,0.2802734375,0.25927734375,806.0,10107.0,10993.0,119.0,351.0,193.0,202.0,190.0
807,0.6767578125,0.2802734375,0.45361328125,807.0,10614.0,10486.0,108.0,310.0,192.0,261.0,184.0
808,0.7197265625,0.5966796875,0.00927734375,808.0,10614.0,10486.0,108.0,310.0,192.0,261.0,184.0
809,0.1767578125,0.5966796875,0.00927734375,809.0,9267.0,11833.0,143.0,345.0,196.0,185.0,186.0
810,0.7197265625,0.7802734375,0.00927734375,810.0,9412.0,11688.0,117.0,372.0,187.0,204.0,175.0
811,0.7197265625,0.5966796875,0.20361328125,811.0,9736.0,11364.0,130.0,331.0,227.0,216.0,151.0
812,0.7197265625,0.7802734375,0.20361328125,812.0,9412.0,11688.0,117.0,372.0,187.0,204.0,175.0
813,0.1767578125,0.5966796875,0.20361328125,813.0,10916.0,10184.0,134.0,292.0,193.0,223.0,213.0
814,0.1767578125,0.7802734375,0.00927734375,814.0,10107.0,10993.0,119.0,351.0,193.0,202.0,190.0
815,0.1767578125,0.7802734375,0.20361328125,815.0,10315.0,10785.0,138.0,316.0,204.0,193.0,204.0
816,0.9697265625,0.3466796875,0.38427734375,816.0,10725.0,10375.0,171.0,267.0,223.0,199.0,195.0
817,0.9267578125,0.3466796875,0.38427734375,817.0,10725.0,10375.0,171.0,267.0,223.0,199.0,195.0
818,0.9697265625,0.5302734375,0.38427734375,818.0,9831.0,11269.0,119.0,341.0,187.0,237.0,171.0
819,0.9697265625,0.3466796875,0.07861328125,819.0,9048.0,12052.0,142.0,353.0,210.0,189.0,161.0
820,0.9697265625,0.5302734375,0.07861328125,820.0,10505.0,10595.0,124.0,291.0,188.0,256.0,196.0
821,0.9267578125,0.3466796875,0.07861328125,821.0,10457.0,10643.0,145.0,336.0,187.0,204.0,183.0
822,0.9267578125,0.5302734375,0.38427734375,822.0,10321.0,10779.0,131.0,329.0,203.0,190.0,202.0
823,0.9267578125,0.5302734375,0.07861328125,823.0,10916.0,10184.0,134.0,292.0,193.0,223.0,213.0
824,0.4697265625,0.8466796875,0.13427734375,824.0,10614.0,10486.0,108.0,310.0,192.0,261.0,184.0
825,0.4267578125,0.8466796875,0.13427734375,825.0,10439.0,10661.0,134.0,301.0,184.0,209.0,227.0
826,0.4697265625,0.0302734375,0.13427734375,826.0,9878.0,11222.0,149.0,358.0,193.0,207.0,148.0
827,0.4697265625,0.8466796875,0.32861328125,827.0,9231.0,11869.0,86.0,348.0,219.0,231.0,171.0
828,0.4697265625,0.0302734375,0.32861328125,828.0,9370.0,11730.0,143.0,375.0,177.0,201.0,159.0
829,0.4267578125,0.8466796875,0.32861328125,829.0,10401.0,10699.0,144.0,306.0,178.0,230.0,197.0
830,0.4267578125,0.0302734375,0.13427734375,830.0,11683.0,9417.0,155.0,275.0,180.0,235.0,210.0
831,0.4267578125,0.0302734375,0.32861328125,831.0,10401.0,10699.0,144.0,306.0,178.0,230.0,197.0
832,0.3447265625,0.4716796875,0.07177734375,832.0,10260.0,10840.0,115.0,344.0,172.0,235.0,189.0
833,0.3017578125,0.4716796875,0.07177734375,833.0,10260.0,10840.0,115.0,344.0,172.0,235.0,189.0
834,0.3447265625,0.1552734375,0.07177734375,834.0,10439.0,10661.0,134.0,301.0,184.0,209.0,227.0
835,0.3447265625,0.4716796875,0.39111328125,835.0,10158.0,10942.0,139.0,312.0,196.0,204.0,204.0
836,0.3447265625,0.1552734375,0.39111328125,836.0,9431.0,11669.0,125.0,353.0,200.0,203.0,174.0
837,0.3017578125,0.4716796875,0.39111328125,837.0,9431.0,11669.0,125.0,353.0,200.0,203.0,174.0
838,0.3017578125,0.1552734375,0.07177734375,838.0,9668.0,11432.0,106.0,335.0,211.0,224.0,179.0
839,0.3017578125,0.1552734375,0.39111328125,839.0,9668.0,11432.0,106.0,335.0,211.0,224.0,179.0
840,0.8447265625,0.9716796875,0.32177734375,840.0,9431.0,11669.0,129.0,356.0,156.0,259.0,155.0
841,0.8017578125,0.9716796875,0.32177734375,841.0,9431.0,11669.0,129.0,356.0,156.0,259.0,155.0
842,0.8447265625,0.6552734375,0.32177734375,842.0,9412.0,11688.0,139.0,348.0,202.0,203.0,163.0
843,0.8447265625,0.9716796875,0.14111328125,843.0,10973.0,10127.0,139.0,304.0,177.0,247.0,188.0
844,0.8447265625,0.6552734375,0.14111328125,844.0,10973.0,10127.0,139.0,304.0,177.0,247.0,188.0
845,0.8017578125,0.9716796875,0.14111328125,845.0,10401.0,10699.0,144.0,306.0,178.0,230.0,197.0
846,0.8017578125,0.6552734375,0.32177734375,846.0,10457.0,10643.0,145.0,336.0,187.0,204.0,183.0
847,0.8017578125,0.6552734375,0.14111328125,847.0,10457.0,10643.0,145.0,336.0,187.0,204.0,183.0
848,0.5947265625,0.2216796875,0.19677734375,848.0,9267.0,11833.0,143.0,345.0,196.0,185.0,186.0
849,0.0517578125,0.2216796875,0.19677734375,849.0,9412.0,11688.0,139.0,348.0,202.0,203.0,163.0
850,0.5947265625,0.9052734375,0.19677734375,850.0,11475.0,9625.0,147.0,311.0,157.0,250.0,190.0
851,0.5947265625,0.2216796875,0.01611328125,851.0,10107.0,10993.0,119.0,351.0,193.0,202.0,190.0
852,0.5947265625,0.9052734375,0.01611328125,852.0,10315.0,10785.0,138.0,316.0,204.0,193.0,204.0
853,0.0517578125,0.2216796875,0.01611328125,853.0,9734.0,11366.0,134.0,363.0,196.0,204.0,158.0
854,0.0517578125,0.9052734375,0.19677734375,854.0,9431.0,11669.0,125.0,353.0,200.0,203.0,174.0
855,0.0517578125,0.9052734375,0.01611328125,855.0,10906.0,10194.0,130.0,288.0,195.0,259.0,183.0
856,0.0947265625,0.7216796875,0.44677734375,856.0,11798.0,9302.0,154.0,258.0,186.0,266.0,191.0
857,0.5517578125,0.7216796875,0.44677734375,857.0,11798.0,9302.0,154.0,258.0,186.0,266.0,191.0
858,0.0947265625,0.4052734375,0.44677734375,858.0,10439.0,10661.0,134.0,301.0,184.0,209.0,227.0
859,0.0947265625,0.7216796875,0.26611328125,859.0,9736.0,11364.0,130.0,331.0,227.0,216.0,151.0
860,0.0947265625,0.4052734375,0.26611328125,860.0,10457.0,10643.0,145.0,336.0,187.0,204.0,183.0
861,0.5517578125,0.7216796875,0.26611328125,861.0,10614.0,10486.0,108.0,310.0,192.0,261.0,184.0
862,0.5517578125,0.4052734375,0.44677734375,862.0,10906.0,10194.0,130.0,288.0,195.0,259.0,183.0
863,0.5517578125,0.4052734375,0.26611328125,863.0,9736.0,11364.0,130.0,331.0,227.0,216.0,151.0
864,0.0634765625,0.1904296875,0.02490234375,864.0,9741.0,11359.0,140.0,326.0,190.0,228.0,171.0
865,0.4580078125,0.1904296875,0.02490234375,865.0,11475.0,9625.0,147.0,311.0,157.0,250.0,190.0
866,0.0634765625,0.6240234375,0.02490234375,866.0,10725.0,10375.0,171.0,267.0,223.0,199.0,195.0
867,0.0634765625,0.1904296875,0.12548828125,867.0,9878.0,11222.0,149.0,358.0,193.0,207.0,148.0
868,0.0634765625,0.6240234375,0.12548828125,868.0,9231.0,11869.0,86.0,348.0,219.0,231.0,171.0
869,0.4580078125,0.1904296875,0.12548828125,869.0,10525.0,10575.0,124.0,311.0,171.0,240.0,209.0
870,0.4580078125,0.6240234375,0.02490234375,870.0,10439.0,10661.0,134.0,301.0,184.0,209.0,227.0
871,0.4580078125,0.6240234375,0.12548828125,871.0,10725.0,10375.0,171.0,267.0,223.0,199.0,195.0
872,0.5634765625,0.6904296875,0.27490234375,872.0,10439.0,10661.0,134.0,301.0,184.0,209.0,227.0
873,0.9580078125,0.6904296875,0.27490234375,873.0,9966.0,11134.0,145.0,327.0,211.0,213.0,159.0
874,0.5634765625,0.1240234375,0.27490234375,874.0,10733.0,10367.0,121.0,298.0,167.0,252.0,217.0
875,0.5634765625,0.6904296875,0.37548828125,875.0,10733.0,10367.0,121.0,298.0,167.0,252.0,217.0
876,0.5634765625,0.1240234375,0.37548828125,876.0,10906.0,10194.0,130.0,288.0,195.0,259.0,183.0
877,0.9580078125,0.6904296875,0.37548828125,877.0,10525.0,10575.0,124.0,311.0,171.0,240.0,209.0
878,0.9580078125,0.1240234375,0.27490234375,878.0,11475.0,9625.0,147.0,311.0,157.0,250.0,190.0
879,0.9580078125,0.1240234375,0.37548828125,879.0,11475.0,9625.0,147.0,311.0,157.0,250.0,190.0
880,0.2197265625,0.0966796875,0.25927734375,880.0,10973.0,10127.0,139.0,304.0,177.0,247.0,188.0
881,0.6767578125,0.0966796875,0.25927734375,881.0,10778.0,10322.0,135.0,292.0,175.0,262.0,191.0
882,0.2197265625,0.2802734375,0.25927734375,882.0,9267.0,11833.0,143.0,345.0,196.0,185.0,186.0
883,0.2197265625,0.0966796875,0.45361328125,883.0,10708.0,10392.0,141.0,337.0,226.0,191.0,160.0
884,0.2197265625,0.2802734375,0.45361328125,884.0,9231.0,11869.0,86.0,348.0,219.0,231.0,171.0
885,0.6767578125,0.0966796875,0.45361328125,885.0,9431.0,11669.0,125.0,353.0,200.0,203.0,174.0
886,0.6767578125,0.2802734375,0.25927734375,886.0,11313.0,9787.0,133.0,288.0,196.0,249.0,189.0
887,0.6767578125,0.2802734375,0.45361328125,887.0,10401.0,10699.0,144.0,306.0,178.0,230.0,197.0
888,0.7197265625,0.5966796875,0.00927734375,888.0,11798.0,9302.0,154.0,258.0,186.0,266.0,191.0
889,0.1767578125,0.5966796875,0.00927734375,889.0,9431.0,11669.0,129.0,356.0,156.0,259.0,155.0
890,0.7197265625,0.7802734375,0.00927734375,890.0,10725.0,10375.0,171.0,267.0,223.0,199.0,195.0
891,0.7197265625,0.5966796875,0.20361328125,891.0,10708.0,10392.0,141.0,337.0,226.0,191.0,160.0
892,0.7197265625,0.7802734375,0.20361328125,892.0,10708.0,10392.0,141.0,337.0,226.0,191.0,160.0
893,0.1767578125,0.5966796875,0.20361328125,893.0,10260.0,10840.0,115.0,344.0,172.0,235.0,189.0
894,0.1767578125,0.7802734375,0.00927734375,894.0,10260.0,10840.0,115.0,344.0,172.0,235.0,189.0
895,0.1767578125,0.7802734375,0.20361328125,895.0,11220.0,9880.0,152.0,294.0,165.0,247.0,197.0
896,0.9697265625,0.3466796875,0.38427734375,896.0,10785.0,10315.0,134.0,283.0,177.0,239.0,222.0
897,0.9267578125,0.3466796875,0.38427734375,897.0,9231.0,11869.0,86.0,348.0,219.0,231.0,171.0
898,0.9697265625,0.5302734375,0.38427734375,898.0,9691.0,11409.0,129.0,343.0,181.0,227.0,175.0
899,0.9697265625,0.3466796875,0.07861328125,899.0,9033.0,12067.0,99.0,383.0,163.0,195.0,215.0
900,0.9697265625,0.5302734375,0.07861328125,900.0,9863.0,11237.0,102.0,337.0,211.0,215.0,190.0
901,0.9267578125,0.3466796875,0.07861328125,901.0,9966.0,11134.0,145.0,327.0,211.0,213.0,159.0
902,0.9267578125,0.5302734375,0.38427734375,902.0,9966.0,11134.0,145.0,327.0,211.0,213.0,159.0
903,0.9267578125,0.5302734375,0.07861328125,903.0,9966.0,11134.0,145.0,327.0,211.0,213.0,159.0
904,0.4697265625,0.8466796875,0.13427734375,904.0,9370.0,11730.0,143.0,375.0,177.0,201.0,159.0
905,0.4267578125,0.8466796875,0.13427734375,905.0,10614.0,10486.0,108.0,310.0,192.0,261.0,184.0
906,0.4697265625,0.0302734375,0.13427734375,906.0,11313.0,9787.0,133.0,288.0,196.0,249.0,189.0
907,0.4697265625,0.8466796875,0.32861328125,907.0,10260.0,10840.0,115.0,344.0,172.0,235.0,189.0
908,0.4697265625,0.0302734375,0.32861328125,908.0,10778.0,10322.0,135.0,292.0,175.0,262.0,191.0
909,0.4267578125,0.8466796875,0.32861328125,909.0,10158.0,10942.0,139.0,312.0,196.0,204.0,204.0
910,0.4267578125,0.0302734375,0.13427734375,910.0,10916.0,10184.0,134.0,292.0,193.0,223.0,213.0
911,0.4267578125,0.0302734375,0.32861328125,911.0,10897.0,10203.0,152.0,283.0,204.0,223.0,193.0
912,0.3447265625,0.4716796875,0.07177734375,912.0,9412.0,11688.0,117.0,372.0,187.0,204.0,175.0
913,0.3017578125,0.4716796875,0.07177734375,913.0,10525.0,10575.0,124.0,311.0,171.0,240.0,209.0
914,0.3447265625,0.1552734375,0.07177734375,914.0,10525.0,10575.0,124.0,311.0,171.0,240.0,209.0
915,0.3447265625,0.4716796875,0.39111328125,915.0,9966.0,11134.0,145.0,327.0,211.0,213.0,159.0
916,0.3447265625,0.1552734375,0.39111328125,916.0,10107.0,10993.0,119.0,351.0,193.0,202.0,190.0
917,0.3017578125,0.4716796875,0.39111328125,917.0,9734.0,11366.0,134.0,363.0,196.0,204.0,158.0
918,0.3017578125,0.1552734375,0.07177734375,918.0,9741.0,11359.0,140.0,326.0,190.0,228.0,171.0
919,0.3017578125,0.1552734375,0.39111328125,919.0,10778.0,10322.0,135.0,292.0,175.0,262.0,191.0
920,0.8447265625,0.9716796875,0.32177734375,920.0,10725.0,10375.0,171.0,267.0,223.0,199.0,195.0
921,0.8017578125,0.9716796875,0.32177734375,921.0,10778.0,10322.0,135.0,292.0,175.0,262.0,191.0
922,0.8447265625,0.6552734375,0.32177734375,922.0,10906.0,10194.0,130.0,288.0,195.0,259.0,183.0
923,0.8447265625,0.9716796875,0.14111328125,923.0,9412.0,11688.0,139.0,348.0,202.0,203.0,163.0
924,0.8447265625,0.6552734375,0.14111328125,924.0,9412.0,11688.0,139.0,348.0,202.0,203.0,163.0
925,0.8017578125,0.9716796875,0.14111328125,925.0,9048.0,12052.0,142.0,353.0,210.0,189.0,161.0
926,0.8017578125,0.6552734375,0.32177734375,926.0,10505.0,10595.0,124.0,291.0,188.0,256.0,196.0
927,0.8017578125,0.6552734375,0.14111328125,927.0,11798.0,9302.0,154.0,258.0,186.0,266.0,191.0
928,0.5947265625,0.2216796875,0.19677734375,928.0,10107.0,10993.0,119.0,351.0,193.0,202.0,190.0
929,0.0517578125,0.2216796875,0.19677734375,929.0,9617.0,11483.0,123.0,367.0,189.0,218.0,158.0
930,0.5947265625,0.9052734375,0.19677734375,930.0,10897.0,10203.0,152.0,283.0,204.0,223.0,193.0
931,0.5947265625,0.2216796875,0.01611328125,931.0,9691.0,11409.0,129.0,343.0,181.0,227.0,175.0
932,0.5947265625,0.9052734375,0.01611328125,932.0,9267.0,11833.0,143.0,345.0,196.0,185.0,186.0
933,0.0517578125,0.2216796875,0.01611328125,933.0,10505.0,10595.0,124.0,291.0,188.0,256.0,196.0
934,0.0517578125,0.9052734375,0.19677734375,934.0,9617.0,11483.0,123.0,367.0,189.0,218.0,158.0
935,0.0517578125,0.9052734375,0.01611328125,935.0,9033.0,12067.0,99.0,383.0,163.0,195.0,215.0
936,0.0947265625,0.7216796875,0.44677734375,936.0,9878.0,11222.0,149.0,358.0,193.0,207.0,148.0
937,0.5517578125,0.7216796875,0.44677734375,937.0,10315.0,10785.0,138.0,316.0,204.0,193.0,204.0
938,0.0947265625,0.4052734375,0.44677734375,938.0,10525.0,10575.0,124.0,311.0,171.0,240.0,209.0
939,0.0947265625,0.7216796875,0.26611328125,939.0,9617.0,11483.0,123.0,367.0,189.0,218.0,158.0
940,0.0947265625,0.4052734375,0.26611328125,940.0,9736.0,11364.0,130.0,331.0,227.0,216.0,151.0
941,0.5517578125,0.7216796875,0.26611328125,941.0,11475.0,9625.0,147.0,311.0,157.0,250.0,190.0
942,0.5517578125,0.4052734375,0.44677734375,942.0,10315.0,10785.0,138.0,316.0,204.0,193.0,204.0
943,0.5517578125,0.4052734375,0.26611328125,943.0,10315.0,10785.0,138.0,316.0,204.0,193.0,204.0
944,0.0634765625,0.1904296875,0.02490234375,944.0,9198.0,11902.0,104.0,368.0,200.0,198.0,185.0
945,0.4580078125,0.1904296875,0.02490234375,945.0,10022.0,11078.0,131.0,344.0,185.0,188.0,207.0
946,0.0634765625,0.6240234375,0.02490234375,946.0,9990.0,11110.0,110.0,318.0,188.0,236.0,203.0
947,0.0634765625,0.1904296875,0.12548828125,947.0,10505.0,10595.0,124.0,291.0,188.0,256.0,196.0
948,0.0634765625,0.6240234375,0.12548828125,948.0,10916.0,10184.0,134.0,292.0,193.0,223.0,213.0
949,0.4580078125,0.1904296875,0.12548828125,949.0,10505.0,10595.0,124.0,291.0,188.0,256.0,196.0
950,0.4580078125,0.6240234375,0.02490234375,950.0,11683.0,9417.0,155.0,275.0,180.0,235.0,210.0
951,0.4580078125,0.6240234375,0.12548828125,951.0,9617.0,11483.0,123.0,367.0,189.0,218.0,158.0
952,0.5634765625,0.6904296875,0.27490234375,952.0,10525.0,10575.0,124.0,311.0,171.0,240.0,209.0
953,0.9580078125,0.6904296875,0.27490234375,953.0,9734.0,11366.0,134.0,363.0,196.0,204.0,158.0
954,0.5634765625,0.1240234375,0.27490234375,954.0,10778.0,10322.0,135.0,292.0,175.0,262.0,191.0
955,0.5634765625,0.6904296875,0.37548828125,955.0,10778.0,10322.0,135.0,292.0,175.0,262.0,191.0
956,0.5634765625,0.1240234375,0.37548828125,956.0,9966.0,11134.0,145.0,327.0,211.0,213.0,159.0
957,0.9580078125,0.6904296875,0.37548828125,957.0,9668.0,11432.0,106.0,335.0,211.0,224.0,179.0
958,0.9580078125,0.1240234375,0.27490234375,958.0,9668.0,11432.0,106.0,335.0,211.0,224.0,179.0
959,0.9580078125,0.1240234375,0.37548828125,959.0,9668.0,11432.0,106.0,335.0,211.0,224.0,179.0
960,0.2197265625,0.0966796875,0.25927734375,960.0,11313.0,9787.0,133.0,288.0,196.0,249.0,189.0
961,0.6767578125,0.0966796875,0.25927734375,961.0,10916.0,10184.0,134.0,292.0,193.0,223.0,213.0
962,0.2197265625,0.2802734375,0.25927734375,962.0,10897.0,10203.0,152.0,283.0,204.0,223.0,193.0
963,0.2197265625,0.0966796875,0.45361328125,963.0,9966.0,11134.0,145.0,327.0,211.0,213.0,159.0
964,0.2197265625,0.2802734375,0.45361328125,964.0,10505.0,10595.0,124.0,291.0,188.0,256.0,196.0
965,0.6767578125,0.0966796875,0.45361328125,965.0,11313.0,9787.0,133.0,288.0,196.0,249.0,189.0
966,0.6767578125,0.2802734375,0.25927734375,966.0,10525.0,10575.0,124.0,311.0,171.0,240.0,209.0
967,0.6767578125,0.2802734375,0.45361328125,967.0,11220.0,9880.0,152.0,294.0,165.0,247.0,197.0
968,0.7197265625,0.5966796875,0.00927734375,968.0,11220.0,9880.0,152.0,294.0,165.0,247.0,197.0
969,0.1767578125,0.5966796875,0.00927734375,969.0,10897.0,10203.0,152.0,283.0,204.0,223.0,193.0
970,0.7197265625,0.7802734375,0.00927734375,970.0,10260.0,10840.0,115.0,344.0,172.0,235.0,189.0
971,0.7197265625,0.5966796875,0.20361328125,971.0,9370.0,11730.0,143.0,375.0,177.0,201.0,159.0
972,0.7197265625,0.7802734375,0.20361328125,972.0,9033.0,12067.0,99.0,383.0,163.0,195.0,215.0
973,0.1767578125,0.5966796875,0.20361328125,973.0,10708.0,10392.0,141.0,337.0,226.0,191.0,160.0
974,0.1767578125,0.7802734375,0.00927734375,974.0,10321.0,10779.0,131.0,329.0,203.0,190.0,202.0
975,0.1767578125,0.7802734375,0.20361328125,975.0,9198.0,11902.0,104.0,368.0,200.0,198.0,185.0
976,0.9697265625,0.3466796875,0.38427734375,976.0,10576.0,10524.0,163.0,287.0,203.0,226.0,176.0
977,0.9267578125,0.3466796875,0.38427734375,977.0,9878.0,11222.0,149.0,358.0,193.0,207.0,148.0
978,0.9697265625,0.5302734375,0.38427734375,978.0,10075.0,11025.0,142.0,334.0,190.0,208.0,181.0
979,0.9697265625,0.3466796875,0.07861328125,979.0,11724.0,9376.0,164.0,275.0,192.0,194.0,230.0
980,0.9697265625,0.5302734375,0.07861328125,980.0,9858.0,11242.0,125.0,318.0,198.0,231.0,183.0
981,0.9267578125,0.3466796875,0.07861328125,981.0,10916.0,10184.0,134.0,292.0,193.0,223.0,213.0
982,0.9267578125,0.5302734375,0.38427734375,982.0,10916.0,10184.0,134.0,292.0,193.0,223.0,213.0
983,0.9267578125,0.5302734375,0.07861328125,983.0,11313.0,9787.0,133.0,288.0,196.0,249.0,189.0
984,0.4697265625,0.8466796875,0.13427734375,984.0,9267.0,11833.0,143.0,345.0,196.0,185.0,186.0
985,0.4267578125,0.8466796875,0.13427734375,985.0,9231.0,11869.0,86.0,348.0,219.0,231.0,171.0
986,0.4697265625,0.0302734375,0.13427734375,986.0,10457.0,10643.0,145.0,336.0,187.0,204.0,183.0
987,0.4697265625,0.8466796875,0.32861328125,987.0,9736.0,11364.0,130.0,331.0,227.0,216.0,151.0
988,0.4697265625,0.0302734375,0.32861328125,988.0,9736.0,11364.0,130.0,331.0,227.0,216.0,151.0
989,0.4267578125,0.8466796875,0.32861328125,989.0,10778.0,10322.0,135.0,292.0,175.0,262.0,191.0
990,0.4267578125,0.0302734375,0.13427734375,990.0,9741.0,11359.0,140.0,326.0,190.0,228.0,171.0
991,0.4267578125,0.0302734375,0.32861328125,991.0,10733.0,10367.0,121.0,298.0,167.0,252.0,217.0
992,0.3447265625,0.4716796875,0.07177734375,992.0,11475.0,9625.0,147.0,311.0,157.0,250.0,190.0
993,0.3017578125,0.4716796875,0.07177734375,993.0,11475.0,9625.0,147.0,311.0,157.0,250.0,190.0
994,0.3447265625,0.1552734375,0.07177734375,994.0,10525.0,10575.0,124.0,311.0,171.0,240.0,209.0
995,0.3447265625,0.4716796875,0.39111328125,995.0,10525.0,10575.0,124.0,311.0,171.0,240.0,209.0
996,0.3447265625,0.1552734375,0.39111328125,996.0,9617.0,11483.0,123.0,367.0,189.0,218.0,158.0
997,0.3017578125,0.4716796875,0.39111328125,997.0,9617.0,11483.0,123.0,367.0,189.0,218.0,158.0
998,0.3017578125,0.1552734375,0.07177734375,998.0,10107.0,10993.0,119.0,351.0,193.0,202.0,190.0
999,0.3017578125,0.1552734375,0.39111328125,999.0,10107.0,10993.0,119.0,351.0,193.0,202.0,190.0
1000,0.8447265625,0.9716796875,0.32177734375,1000.0,10614.0,10486.0,108.0,310.0,192.0,261.0,184.0
1001,0.8017578125,0.9716796875,0.32177734375,1001.0,10614.0,10486.0,108.0,310.0,192.0,261.0,184.0
1002,0.8447265625,0.6552734375,0.32177734375,1002.0,9431.0,11669.0,125.0,353.0,200.0,203.0,174.0
1003,0.8447265625,0.9716796875,0.14111328125,1003.0,9431.0,11669.0,125.0,353.0,200.0,203.0,174.0
1004,0.8447265625,0.6552734375,0.14111328125,1004.0,9431.0,11669.0,125.0,353.0,200.0,203.0,174.0
1005,0.8017578125,0.9716796875,0.14111328125,1005.0,11798.0,9302.0,154.0,258.0,186.0,266.0,191.0
1006,0.8017578125,0.6552734375,0.32177734375,1006.0,10321.0,10779.0,131.0,329.0,203.0,190.0,202.0
1007,0.8017578125,0.6552734375,0.14111328125,1007.0,11798.0,9302.0,154.0,258.0,186.0,266.0,191.0
1008,0.5947265625,0.2216796875,0.19677734375,1008.0,9412.0,11688.0,139.0,348.0,202.0,203.0,163.0
1009,0.0517578125,0.2216796875,0.19677734375,1009.0,9231.0,11869.0,86.0,348.0,219.0,231.0,171.0
1010,0.5947265625,0.9052734375,0.19677734375,1010.0,10614.0,10486.0,108.0,310.0,192.0,261.0,184.0
1011,0.5947265625,0.2216796875,0.01611328125,1011.0,10576.0,10524.0,163.0,287.0,203.0,226.0,176.0
1012,0.5947265625,0.9052734375,0.01611328125,1012.0,11313.0,9787.0,133.0,288.0,196.0,249.0,189.0
1013,0.0517578125,0.2216796875,0.01611328125,1013.0,9691.0,11409.0,129.0,343.0,181.0,227.0,175.0
1014,0.0517578125,0.9052734375,0.19677734375,1014.0,9863.0,11237.0,102.0,337.0,211.0,215.0,190.0
1015,0.0517578125,0.9052734375,0.01611328125,1015.0,10525.0,10575.0,124.0,311.0,171.0,240.0,209.0
1016,0.0947265625,0.7216796875,0.44677734375,1016.0,9431.0,11669.0,125.0,353.0,200.0,203.0,174.0
1017,0.5517578125,0.7216796875,0.44677734375,1017.0,11220.0,9880.0,152.0,294.0,165.0,247.0,197.0
1018,0.0947265625,0.4052734375,0.44677734375,1018.0,9370.0,11730.0,143.0,375.0,177.0,201.0,159.0
1019,0.0947265625,0.7216796875,0.26611328125,1019.0,9734.0,11366.0,134.0,363.0,196.0,204.0,158.0
1020,0.0947265625,0.4052734375,0.26611328125,1020.0,10973.0,10127.0,139.0,304.0,177.0,247.0,188.0
1021,0.5517578125,0.7216796875,0.26611328125,1021.0,10439.0,10661.0,134.0,301.0,184.0,209.0,227.0
